1.830395	1.419405	-0.587375	1.409237	-0.8839042	1.521384	0.9820906	-1.334164	-1.803278	3.252506	0.9043048	1.17947	1.246985	-0.8461236	0.7615719	-1.597522	-2.040039	0.4613501	1.204125	-0.8720573	1.014627	-0.9445273	0.7784552	-1.189815	2.357655	2.447566	0.8112133	-3.847374	1.96435	-1.869006	-0.6897561	1.179024	-2.116154	-1.227712	-1.361056	0.8340966	-1.496404	-1.176781	1.652336	-1.301195	-3.140636	-0.9517215	0.7297202	-0.5428803	-0.8032532	-2.136226	2.323854	1.410745	0.4463439	4.80293
0.6500339	-1.900912	-0.9407338	0.6506755	1.657928	1.670321	-0.22625	0.3242216	0.1134822	-0.5841093	-1.964458	1.135148	-1.722018	1.593768	-2.036824	-1.887502	1.654475	-0.8146559	2.695773	0.3594782	-1.126137	-0.6298456	1.52456	2.174502	0.9673322	1.670294	0.9748234	-0.9565979	-0.0009112364	-3.042147	-0.6633154	0.8875609	2.984539	1.261313	-1.601711	2.774181	-0.09592901	1.935857	1.242237	0.5418832	0.3153735	2.569748	3.272245	-1.861733	-2.340351	-0.293429	-0.956365	1.118611	0.5676924	-1.39515
-0.0882716	0.8375798	-0.4101405	-1.91587	0.3281637	-1.168281	-1.618177	-1.190905	-1.329579	-2.417848	1.20408	-0.2349506	0.9832856	2.030846	-1.664128	-1.009843	0.3367133	2.324943	2.871385	0.2028171	-2.168839	-1.926196	-1.404635	-1.655143	0.6645299	1.27512	-2.929765	1.397842	1.840536	0.04478234	-2.322366	0.452148	-2.650306	-3.608822	-1.857548	-0.8193494	-1.389334	-0.7944427	3.011208	1.443761	-0.07504992	-0.2286936	-0.6634172	-0.5608561	2.137173	0.7586268	-0.06740342	-2.417734	1.246714	-3.15805
1.395965	-1.535527	-0.120853	1.033757	-1.624977	0.1688677	-1.089829	-3.010832	-0.8001737	-1.346131	1.170641	0.6246491	1.711634	-1.40325	0.01664958	0.6446299	0.9894097	3.590311	1.961986	-0.9295821	2.549155	1.401122	-0.8557941	1.65916	-1.33574	-1.920942	1.23833	-0.107346	-2.571914	-0.4146963	2.320653	0.08445501	-2.303158	-1.117387	-2.061943	2.42649	2.737516	-1.05931	-0.4898754	1.383053	0.02566705	1.053946	0.2943837	-0.3534187	-2.678153	1.275973	-1.45246	-0.1399663	-1.344815	-1.814581
-1.743986	-1.088956	0.9720512	0.1707134	0.5227104	-0.6098174	2.044653	0.7026211	-0.1714827	0.1875593	3.221872	0.539286	-1.39701	1.228892	2.577238	1.537012	-1.055654	0.4612113	-1.793253	-2.989971	-0.8324337	0.7860764	1.13357	-2.199747	1.011929	-0.00358009	1.881693	4.068885	-1.067313	-0.9169123	0.8391452	-2.411574	-2.36033	0.6824869	-1.27974	-0.4082053	-0.5610646	0.5184179	-3.277903	1.447896	2.551165	-1.577473	-0.3442161	-1.618779	-0.7524294	3.250131	0.6758928	-1.272195	2.362302	-1.882097
1.78253	0.7854274	-2.209826	-4.111291	1.276796	0.5673749	-0.1600171	1.415443	-2.629625	0.0801132	1.696375	-1.027518	1.18733	1.497654	-0.6513277	-0.6278749	0.788036	1.642288	2.464122	0.1691463	-2.324187	-1.716507	-0.4260702	-0.6572885	-2.372255	0.815417	0.5696622	0.1723819	2.202625	0.8782572	3.821575	1.692076	2.850221	2.132895	-0.8453491	-2.233761	1.873566	1.816706	-1.881982	0.7667073	-2.574072	-1.046594	2.508864	0.4470253	1.984882	-0.3721409	-0.09125912	0.4634704	-1.110293	-1.479998
0.6057115	-2.458339	-1.01851	-0.6974929	-0.929047	-0.5227256	-2.117271	1.383511	-0.166463	3.175943	-1.298504	3.403605	1.769523	-0.6197062	2.141091	2.646461	0.6119901	0.7446637	3.433283	1.184062	-0.9078759	-1.110397	-1.389015	-0.1800042	3.295699	1.006515	-1.326297	-1.024816	1.814814	0.8920836	-0.7061201	1.565597	1.808223	1.269088	-1.384937	-0.8212795	-1.998385	0.615478	-0.1250227	-1.42757	0.2209491	0.5167434	0.287256	-3.024842	-0.4578159	1.578931	-0.05683513	0.5763012	-2.010115	1.062943
-1.207193	1.280578	-0.6236168	-0.4006034	-2.76756	-1.179455	-1.648612	2.796879	-0.8060165	1.054012	-2.039799	1.15366	-1.402662	2.079441	-3.924162	2.080398	0.3039394	1.764625	0.2928654	1.067685	1.495542	-2.191993	-0.8004371	-2.610311	1.53531	-1.328267	-1.583321	-2.774687	-0.7652425	-1.919983	1.244639	0.2370098	0.3128332	0.5757983	-1.040284	-0.5718565	1.803301	2.120654	-2.028262	0.9430171	0.2998945	2.117098	-0.2402909	0.2053509	1.455879	-1.578545	2.761866	0.5737451	2.186404	-1.063125
-0.926643	1.255782	-2.00246	1.501598	-2.115093	-3.678917	0.7134026	0.1128009	-3.280865	1.813298	2.382071	2.4739	2.007807	-1.108698	-1.147042	-0.7217568	-0.01664148	0.360927	2.14544	-0.2332869	-1.818265	-1.124676	1.87117	0.1381731	-2.748193	0.5772435	2.117267	-2.605262	1.15077	3.379624	0.4283594	-0.5376279	2.870577	1.878268	-2.510174	-0.3841655	2.23583	-0.7747941	2.555627	3.138474	3.488332	1.134619	-1.33903	-1.872743	-3.109661	-0.1333702	-1.103282	2.611444	1.307095	1.605777
-0.3759433	-0.9304878	1.401413	-2.319209	1.80015	-0.2391028	-0.8533539	-0.8079384	-3.780926	-1.06226	1.142553	0.5671365	-0.8395029	1.00673	2.553698	-2.170828	-0.6318584	-1.064052	-2.59823	-1.689629	0.4559959	-2.12333	0.9534321	1.707014	-1.151231	2.651921	0.3207432	-1.885932	0.6529269	2.201981	0.1287072	1.394278	2.034729	2.031697	1.966768	1.866934	-1.923816	-2.563669	-0.3533388	-1.586897	-3.66974	1.656419	-0.853343	3.16928	0.3104147	2.829836	1.03605	-0.9365508	1.906118	0.4613397
